bilberry_fruits,bilberry_fungi,bilberry_herbivory,bilberry_cover,cowberry_fruits,cowberry_fungi,cowberry_herbivory,cowberry_cover,thin,N,P,treatment_name,latitude,longitude,year,exp_name
5,47,7,83,0,1,5,15,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
3,56,9,76,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
24,0,8,90,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
2,19,4,83,0,0,0,1,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
48,4,9,90,0,2,1,7,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
15,9,13,95,0,0,0,2,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
15,98,11,98,0,0,1,3,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
20,9,5,100,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
23,0,7,79,0,0,3,31,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
24,5,7,87,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
2,29,13,88,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
0,17,15,67,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
53,26,6,89,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
5,48,4,79,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
32,0,5,89,0,1,3,6,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
13,66,9,92,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
67,24,15,82,0,0,3,6,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
34,2,16,92,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
9,9,10,97,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
11,66,7,66,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
15,38,3,76,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,4,23,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
8,11,6,73,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
0,0,4,16,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
3,0,7,81,0,13,3,36,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
26,18,4,41,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
3,16,13,90,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
1,21,4,36,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,4,6,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
8,33,7,81,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
10,10,15,98,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
37,9,8,100,0,0,0,3,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
1,2,12,89,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
112,13,10,100,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
13,2,6,95,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
7,17,7,84,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
43,0,12,100,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
14,48,10,77,0,6,3,13,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
15,7,9,85,0,0,3,5,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
0,1,2,7,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
70,19,8,83,0,0,2,10,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
43,13,7,98,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
9,50,5,87,2,1,5,23,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
9,12,11,86,0,3,2,10,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
64,53,6,88,0,0,1,1,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
27,22,8,85,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
26,16,12,85,0,3,3,15,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
2,80,13,84,0,0,2,6,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
7,49,10,70,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
14,6,5,80,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
71,0,16,100,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
19,52,12,82,0,5,3,8,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
11,10,5,100,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
0,16,8,74,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
23,0,3,97,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
11,0,8,95,0,0,0,2,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
37,0,13,79,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
0,26,14,76,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
56,6,4,71,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
40,51,12,82,1,1,3,10,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
21,22,11,88,0,0,3,15,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
31,0,8,95,0,0,0,6,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
4,14,10,75,0,0,0,0,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
26,13,12,66,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
6,0,10,84,0,0,2,8,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
34,0,10,100,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
2,25,6,85,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
16,5,3,67,0,0,1,4,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
25,21,5,84,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
0,2,3,5,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,34,77,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
9,1,7,100,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
9,22,7,82,0,0,0,2,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
33,0,2,91,4,3,0,23,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
13,7,9,89,0,7,4,18,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
6,0,12,84,0,12,8,34,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
38,54,5,80,0,0,2,5,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
5,2,11,45,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2014,900Grevbäck
6,6,10,83,0,3,0,5,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
0,0,0,0,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2015,900Grevbäck
8,48,7,100,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
8,42,9,87,0,1,4,13,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
20,8,14,80,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
1,3,11,86,0,3,5,12,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
0,17,9,81,0,7,4,15,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2015,900Grevbäck
2,0,16,59,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
32,1,9,99,0,0,0,0,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2015,900Grevbäck
20,17,5,90,0,0,4,8,thin,no_N,no_P,thinning,58.3543108922,14.3012136976,2014,900Grevbäck
10,28,6,64,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
0,0,17,52,0,0,0,0,no_thin,no_N,no_P,not_thinned,58.3543108922,14.3012136976,2015,900Grevbäck
8,41,3,100,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,58.3543108922,14.3012136976,2014,900Grevbäck
32,47,6,88,0,5,3,17,thin,Nxtra,no_P,thinning+N,58.3543108922,14.3012136976,2014,900Grevbäck
22,19,8,47,0,6,8,40,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
7,10,11,94,0,0,2,10,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
0,23,6,95,0,0,0,0,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
10,0,3,98,10,5,3,10,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
15,1,12,39,0,3,7,53,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
0,0,0,0,0,6,8,15,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
5,0,5,25,53,9,16,68,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
1,0,21,58,1,0,5,10,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
10,0,18,78,0,1,3,14,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
0,5,4,62,0,12,11,41,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
3,42,30,56,0,1,2,9,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
0,8,2,8,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
5,33,10,44,0,6,13,46,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
5,2,11,72,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
6,0,9,75,18,1,2,10,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
4,0,18,51,5,2,3,20,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
4,1,27,62,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
1,6,23,68,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
10,0,26,82,0,0,4,17,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
1,40,12,59,0,4,3,12,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
11,19,36,55,0,1,0,4,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
13,1,11,54,23,11,3,27,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
0,68,6,68,0,2,1,10,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
0,10,18,58,0,4,1,14,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
0,0,12,98,0,3,6,7,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
12,0,5,69,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
2,22,5,48,0,6,9,57,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
8,0,21,91,0,1,7,26,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
4,9,13,87,0,1,7,27,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
9,60,10,77,0,0,2,12,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
11,0,28,55,0,7,4,35,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
4,0,8,35,0,0,2,10,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
9,0,9,38,2,12,3,42,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
3,6,12,68,0,1,0,3,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
1,53,3,63,0,1,5,33,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
0,0,0,0,0,18,20,84,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
9,51,9,61,0,7,8,30,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
4,0,16,61,0,7,10,30,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
2,0,13,75,0,1,4,15,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
3,1,8,82,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
0,0,3,5,0,3,0,3,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
0,0,4,11,0,2,2,5,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
1,12,8,29,0,9,2,15,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
9,16,9,77,0,4,5,18,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
24,0,4,94,9,8,9,25,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
2,5,14,65,3,1,3,11,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
0,0,2,12,9,10,4,84,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
12,0,5,42,23,10,3,53,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
13,13,18,60,3,6,4,25,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
28,0,17,74,0,3,7,27,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
4,4,6,40,0,3,1,4,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
1,63,13,78,0,0,2,2,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
10,1,5,94,0,85,4,14,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
0,0,0,0,8,3,9,70,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
2,0,4,14,34,15,4,60,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
5,38,9,96,0,0,2,6,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
6,13,15,59,0,8,7,51,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
0,59,12,69,0,2,3,8,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
3,36,3,73,3,5,2,58,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
13,0,4,31,0,16,5,88,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
0,2,6,26,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
0,0,5,78,0,3,0,10,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
0,0,4,87,0,5,6,25,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
4,1,14,45,0,6,2,12,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
2,0,2,24,0,2,14,37,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
0,0,6,34,5,2,9,43,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
11,0,2,35,0,6,8,40,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
6,4,12,47,0,3,4,29,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
39,76,11,83,0,6,7,24,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
13,0,6,67,6,8,1,18,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
5,4,14,69,0,7,6,31,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
25,0,12,100,20,1,5,19,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
14,0,17,42,4,7,11,46,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
4,0,5,97,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
0,0,8,28,24,5,10,62,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
4,0,4,17,0,21,17,80,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
3,31,13,67,0,2,6,32,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
0,1,7,25,0,1,1,7,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
0,32,4,36,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
4,1,5,82,0,3,2,15,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
0,8,15,43,0,3,2,11,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
8,0,3,56,0,4,6,45,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
0,52,18,52,0,1,4,10,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
2,0,6,27,1,12,8,60,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
33,1,3,90,8,6,4,27,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
12,0,19,70,18,5,9,39,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
0,0,5,29,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
2,0,5,50,0,2,3,17,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
13,0,9,59,13,41,6,52,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
16,11,12,84,0,1,5,10,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
8,0,10,99,5,1,2,8,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
0,14,8,42,0,4,5,15,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
0,0,6,19,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
1,6,16,80,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
4,0,5,39,0,7,7,39,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
4,2,3,86,0,1,1,4,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
0,0,0,0,34,16,6,88,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
5,50,12,73,0,0,0,4,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
3,0,22,75,0,0,9,20,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
15,47,6,92,0,1,3,8,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
24,2,4,35,0,3,2,16,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
2,55,4,83,0,6,3,20,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
6,0,6,88,0,8,5,15,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
2,26,10,81,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2014,902Kloten1
6,41,4,98,0,1,1,6,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
5,0,6,25,0,0,2,8,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
9,1,5,89,15,3,11,27,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
20,0,4,71,7,12,3,39,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
8,6,6,76,0,4,6,26,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
2,14,12,79,0,3,3,12,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2014,902Kloten1
0,0,14,56,9,3,4,24,no_thin,no_N,no_P,not_thinned,60.0107542438,15.2969023362,2015,902Kloten1
0,40,3,91,0,1,2,8,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
10,45,15,59,0,2,9,11,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2014,902Kloten1
6,0,12,87,0,3,2,4,thin,Nxtra,Pxtra,thinning+NP,60.0107542438,15.2969023362,2015,902Kloten1
0,0,0,1,4,13,5,75,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
3,0,8,68,4,0,5,16,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
23,0,10,27,6,5,2,33,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
19,0,42,52,0,6,8,55,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
12,4,8,97,2,1,0,4,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
12,0,4,78,11,9,3,27,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
31,0,18,92,0,4,8,24,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
1,18,7,91,0,3,2,7,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
5,33,16,59,0,2,5,25,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2014,902Kloten1
12,0,10,100,0,2,3,12,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
0,0,0,28,69,7,2,77,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
0,0,1,10,151,15,6,98,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2015,902Kloten1
5,0,13,58,9,4,12,33,thin,no_N,no_P,thinning,60.0107542438,15.2969023362,2014,902Kloten1
0,34,6,86,0,4,5,23,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
0,0,14,29,0,3,4,29,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
0,3,4,85,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,60.0107542438,15.2969023362,2015,902Kloten1
7,7,6,54,9,2,2,18,thin,Nxtra,no_P,thinning+N,60.0107542438,15.2969023362,2015,902Kloten1
